"OldAdvertiserId","NewAdvertiserId"
"AR133968826055262208","AR16294498853166514177"
"AR149633705655140352","AR08381674307876552705"
"AR169686873600425984","AR08458235501541851137"
"AR231824398854651904","AR16342289400945704961"
"AR540161269265596416","AR08566321892598743041"
"AR543338273754316800","AR03968146673053466625"
"AR146225872444063744","AR11809278937043828737"
"AR165282436177985536","AR07615199941790531585"
"AR309391439500935168","AR11654946812044771329"
"AR365511337616343040","AR17213233177150095361"
"AR482048918641704960","AR15510872518004047873"
"AR79376871145340928","AR00446859530031071233"
"AR94984644860051456","AR02247011028229423105"
"AR215285957266505728","AR08873557327236562945"
"AR278369955873816576","AR05926368086029500417"
"AR318895068255617024","AR01864103217638408193"
"AR370298061487865856","AR06170406890837639169"
"AR460099161857982464","AR13646382272272662529"
"AR547312321093959680","AR05940723309841743873"
"AR549390810387316736","AR02373570726461440001"
"AR67247711702745088","AR00054518596868505601"
"AR82656095855706112","AR07061275192126865409"
"AR125617794724134912","AR12592736772049338369"
"AR161763071256166400","AR05169666454169059329"
"AR237230628808949760","AR10615459723052318721"
"AR291733042240684032","AR05581868003303096321"
"AR468866461419438080","AR02863920339417563137"
"AR524270233867780096","AR14123763832773935105"
"AR551105258252664832","AR10201128557334233089"
"AR59917267680362496","AR17888773121255669761"
"AR88346068529446912","AR03233681839231074305"
"AR264315792089153536","AR06427112069597757441"
"AR288695881887121408","AR02238764416143196161"
"AR339941851115028480","AR11579230043309604865"
"AR365228625689051136","AR03021528321872625665"
"AR509047512561090560","AR16600802451699793921"
"AR54488497737695232","AR04431173009742495745"
"AR557583924360904704","AR05813760090842333185"
"AR11633588936114176","AR04539902889979543553"
"AR189191350883713024","AR04044592005680988161"
"AR202252999265878016","AR06567055298240970753"
"AR307342980618911744","AR12750165946425933825"
"AR35565868263931904","AR18434980811120836609"
"AR375939586930507776","AR10429967713399996417"
"AR425562470837387264","AR08358311884809568257"
"AR522937969372299264","AR04553614624611631105"
"AR65227668324352000","AR07164941821318004737"
"AR189706472081326080","AR00733181841191731201"
"AR199061254449397760","AR05551161942074195969"
"AR225198604346720256","AR13817519058112741377"
"AR258041978741063680","AR18230202268005695489"
"AR283015942256984064","AR14105696245389459457"
"AR331390605588430848","AR04142942633590784001"
"AR485851579606368256","AR05008478186976051201"
"AR507468768482426880","AR09425157159563296769"
"AR151434465183268864","AR14232779723473158145"
"AR15316678011256832","AR06269285146889814017"
"AR166816186179256320","AR06017284503507042305"
"AR187024350904320000","AR01085842911536349185"
"AR200139497399123968","AR09093243049001091073"
"AR204899523753934848","AR13709432667055849473"
"AR290564948575125504","AR13873814053454872577"
"AR342583874477359104","AR02276909773045628929"
"AR39370419014205440","AR06449630067734609921"
"AR39820909543948288","AR08136257677559857153"
"AR407177639988559872","AR13927486576125804545"
"AR481252081949212672","AR16990749198292877313"
"AR488740683847303168","AR02981858354659328001"
"AR120163942172459008","AR12852199525971918849"
"AR123812740228710400","AR10162847960501583873"
"AR124322535666876416","AR06472148065871462401"
"AR140096438716596224","AR14784548330834755585"
"AR156845883458060288","AR17911291119392522241"
"AR184730322972180480","AR16888111574546382849"
"AR190488843323965440","AR13765727662397980673"
"AR230175681168801792","AR01188581278035738625"
"AR261854466590900224","AR14043138431815516161"
"AR31336562427953152","AR17639326093628407809"
"AR341138806960816128","AR07976350341413208065"
"AR358047509089615872","AR01086208224274677761"
"AR381345816884805632","AR10475087547435319297"
"AR421233178162757632","AR15956339928875401217"
"AR159797866020208640","AR12065618803065618433"
"AR197455486436507648","AR16383409761434992641"
"AR338568492372459520","AR12204367962081067009"
"AR360160426840817664","AR10898342074646528001"
"AR393401824444416000","AR03819527885350240257"
"AR437314669590347776","AR05335516925541744641"
"AR468754998428172288","AR05230783220315848705"
"AR476763875484631040","AR17969296954827472897"
"AR529690482595332096","AR15654987706079903745"
"AR88565111861542912","AR05327371331086319617"
"AR300729074580455424","AR18091944865565769729"
"AR310931374255112192","AR09331933829251727361"
"AR396078413703544832","AR11605090556794896385"
"AR400403686288785408","AR12678108352388005889"
"AR44377629326835712","AR11122042113364066305"
"AR497006331228585984","AR03837542283859722241"
"AR505923507968802816","AR16476271489859977217"
"AR539696416365215744","AR11052308886907256833"
"AR542540835766403072","AR05874919188186791937"
"AR182799992870666240","AR02346850807200088065"
"AR319566938579664896","AR05242665367599316993"
"AR331219184853712896","AR01657338681645596673"
"AR340564552653471744","AR18137371188467335169"
"AR534512184680513536","AR09593142607639216129"
"AR65478563133915136","AR02179023413920661505"
"AR18896138115481600","AR08829467598157512705"
"AR209542349041172480","AR06346047276305088513"
"AR359682482880118784","AR10759574911128174593"
"AR488784148916338688","AR18275322102041018369"
"AR559323970231336960","AR08375421660127297537"
"AR103054029415776256","AR13757085775881568257"
"AR137484755003244544","AR15596440910924087297"
"AR18841231253569536","AR01026451691450400769"
"AR276011159834853376","AR16807909210686750721"
"AR281400450438135808","AR02836179661048774657"
"AR360169875768868864","AR11565685984200753153"
"AR437326248822177792","AR16744098228735049729"
"AR523387051152769024","AR04269887848087289857"
"AR548860124228222976","AR01591236729778470913"
"AR91172260089430016","AR10548415489720188929"
"AR96532035677454336","AR00779598136875155457"
"AR198724082336792576","AR15015476558993293313"
"AR234262462810030080","AR06506602362239451137"
"AR417822664892088320","AR05020458053355438081"
"AR268683945627877376","AR00216648183453843457"
"AR284518424896339968","AR06394742447276032001"
"AR384487808800129024","AR18077924305605230593"
"AR423803011714777088","AR07716382636775571457"
"AR535594104122245120","AR01272119147857182721"
"AR98881657666273280","AR16658529835815010305"
"AR112268211734446080","AR18194794969934331905"
"AR147358300701196288","AR09015837430405660673"
"AR158754085888065536","AR01890238196713783297"
"AR286011664766074880","AR01432985395582205953"
"AR331294810637860864","AR16596240028200337409"
"AR354709426147426304","AR08584701603846553601"
"AR47466020050305024","AR03857808482182889473"
"AR64355652524310528","AR14476035263685459969"
"AR151745180297330688","AR13745461464074813441"
"AR164281021603250176","AR13296940984291033089"
"AR183453996130762752","AR18140130275458285569"
"AR201368682679500800","AR18131967501133676545"
"AR248489627877376000","AR01156151457452392449"
"AR261371849705783296","AR08237559119800696833"
"AR290998774631759872","AR06096501292631326721"
"AR394386711984996352","AR07607055171968827393"
"AR421917143114711040","AR05065180963693133825"
"AR466213683458998272","AR15050642926579220481"
"AR17891184487694336","AR01135382507437424641"
"AR38448925190914048","AR07278376236932399105"
"AR39779265541046272","AR14342188414701404161"
"AR420861715031261184","AR13889312357043142657"
"AR485226782123884544","AR01508318847076139009"
"AR64736667663073280","AR13451550873415057409"
"AR79433392914956288","AR05738061326610071553"
"AR87822391756980224","AR07536626229529542657"
"AR14385391662530560","AR13448223888668360705"
"AR189549688595152896","AR12808712741581750273"
"AR251963225627688960","AR18257409683235012609"
"AR277290957009846272","AR00932720524205752321"
"AR299432544212877312","AR05634478535180550145"
"AR341325174181724160","AR03747470291312312321"
"AR450787913278423040","AR15503349659446804481"
"AR111864106851500032","AR12627724331556798465"
"AR113926790665207808","AR16965535197644718081"
"AR329870736921460736","AR07472449934839513089"
"AR447862147196649472","AR08191660694093955073"
"AR451025064192638976","AR03508779511061676033"
"AR134254767797960704","AR17361091377684807681"
"AR175424022194946048","AR02649428710582648833"
"AR228180101924126720","AR06413244754070339585"
"AR256256303138078720","AR11718841631758090241"
"AR275594170050019328","AR17312312368952246273"
"AR329327921774723072","AR14092238635382341633"
"AR452277511015890944","AR06935174402560491521"
"AR514774336054231040","AR15487249098364420097"
"AR99500785791926272","AR06098349296799711233"
"AR118215985525161984","AR17749161532807184385"
"AR166946478307147776","AR06967544024882216961"
"AR30128611465887744","AR14196186739550191617"
"AR463206312998600704","AR08683415482910375937"
"AR90277841739972608","AR16334099963464122369"
"AR104115882770300928","AR13446635369244131329"
"AR175306133932605440","AR17302460744767373313"
"AR229605103353462784","AR12205230391514103809"
"AR240608431608692736","AR14640917202753028097"
"AR261339963868577792","AR03013383552050921473"
"AR458213568135823360","AR06535198460654649345"
"AR469068943357640704","AR06513462215285145601"
"AR477649119783944192","AR04669947627754749953"
"AR197724317029498880","AR09622329143798530049"
"AR319539210270801920","AR11843879193580404737"
"AR420527016819818496","AR00967988734056202241"
"AR61981944358895616","AR03021950534337691649"
"AR273552273878024192","AR09880211899511996417"
"AR381094647197335552","AR05628225887431294977"
"AR444619481247907840","AR01064315573376122881"
"AR6633594168541184","AR12538642998986014721"
"AR71530962327961600","AR11020783689515663361"
"AR171701934816755712","AR05025648160555401217"
"AR247569645882572800","AR09904080235366711297"
"AR256013620305985536","AR05508377745614176257"
"AR45556408871026688","AR12889777534874419201"
"AR539238366693031936","AR11129372832264355841"
"AR116670759371276288","AR14373090463877955585"
"AR224374176784318464","AR10757762503648739329"
"AR261155074116419584","AR14407490609298276353"
"AR285355153245077504","AR01482159678744952833"
"AR290880680210989056","AR12646583154996412417"
"AR312347820109594624","AR17742908885057929217"
"AR312587616723664896","AR11124366480945184769"
"AR32331379932921856","AR00793581725757210625"
"AR447082387294126080","AR08782494674712526849"
"AR498439407196438528","AR11876467618716057601"
"AR117512847839199232","AR05130075376915054593"
"AR150064267536629760","AR15999513077573746689"
"AR190664146709118976","AR16482284031757516801"
"AR201143660752928768","AR16092469501437673473"
"AR203620482493186048","AR00477856961841332225"
"AR310271358040801280","AR10685265517276561409"
"AR328231639962353664","AR11500919801522421761"
"AR400581807172485120","AR12971665450059431937"
"AR409557773425049600","AR10129070963296305153"
"AR462454590642585600","AR06466800041313959937"
"AR550612814482374656","AR10381272542429052929"
"AR117614002908954624","AR16500820011095425025"
"AR132289734360694784","AR06632025852643115009"
"AR149454416540336128","AR03836697858929590273"
"AR193532978704416768","AR16290096408608899073"
"AR197621203454656512","AR02108160026949451777"
"AR263444497843617792","AR02130678025086304257"
"AR452619665290559488","AR05814622520275369985"
"AR109486619114864640","AR11465777623192305665"
"AR130300168070234112","AR13818021809804541953"
"AR140916846189608960","AR04927413393683382273"
"AR307301852012085248","AR12984353127049199617"
"AR356402296097079296","AR07534997577930899457"
"AR474748779908562944","AR05438448393770762241"
"AR503391538848464896","AR00522892958115037185"
"AR509910096612950016","AR16611020350695669761"
"AR217418082111455232","AR06393398569188982785"
"AR275119593343680512","AR18055353118593384449"
"AR353839815529070592","AR10536023581358292993"
"AR412540267434868736","AR16902484802861531137"
"AR42501175295082496","AR10759527357250273281"
"AR446584136728051712","AR01174203376796172289"
"AR457607462351011840","AR07763836733996662785"
"AR529354238195662848","AR12817719940836491265"
"AR269780605397368832","AR02022923274224140289"
"AR274182225321263104","AR18190703549728423937"
"AR347568819679526912","AR06056067852031492097"
"AR559697220069228544","AR05035499784740274177"
"AR84381607556808704","AR14078727836500230145"
"AR131714208743030784","AR15164095346696519681"
"AR167291896756961280","AR00170851600011624449"
"AR470412855804428288","AR04665360190365761537"
"AR567473997093011456","AR14072900699750924289"
"AR94901150695817216","AR16635374258373001217"
"AR333187894782984192","AR06656795650593652737"
"AR363253112531582976","AR02973988187866660865"
"AR395068838690947072","AR04257634546909970433"
"AR402737915114815488","AR04202836605368532993"
"AR415782624145965056","AR13018495436992806913"
"AR417404919193010176","AR16488153637143445505"
"AR417469481141403648","AR18259027202278424577"
"AR425146752362872832","AR03767601249705263105"
"AR549606864422174720","AR04175312255912509441"
"AR139845165949911040","AR07314321196189745153"
"AR181445154027077632","AR03641635700069105665"
"AR281470200707022848","AR18227776607915868161"
"AR301471382368157696","AR09575128209129734145"
"AR367118617457721344","AR11271098781573054465"
"AR459876613832572928","AR06853754741889957889"
"AR511321113628770304","AR10039386823475593217"
"AR52715810115813376","AR14249864622340308993"
"AR209529326700331008","AR06628929627899297793"
"AR252943405884112896","AR07782695557436276737"
"AR265686745650036736","AR17331955419060371457"
"AR37929612105220096","AR11957532412008726529"
"AR394931726154989568","AR04059209325577502721"
"AR50031696073981952","AR12200726791886733313"
"AR50452190552129536","AR03162367652492476417"
"AR10877331094634496","AR16758369614785675265"
"AR224855969035714560","AR06080334898290229249"
"AR236837484682543104","AR13349144696866209793"
"AR271023500213354496","AR01621771267193438209"
"AR495416403055083520","AR01080015774787043329"
"AR173851342610104320","AR16434110441614999553"
"AR259008105864495104","AR05053514183249756161"
"AR329260404888829952","AR01400696175048261633"
"AR340888564986281984","AR03186011550536171521"
"AR366128369797955584","AR12084135953266900993"
"AR477149597907550208","AR12865007736923881473"
"AR5359706868547584","AR13027903270796918785"
"AR557664051270778880","AR00594950552152965121"
"AR562087523988275200","AR14425505007807758337"
"AR83680256577241088","AR01893937366146482177"
"AR89491106810560512","AR06217694686925029377"
"AR167733281956036608","AR15567167513346179073"
"AR176967530361913344","AR10533925025977729025"
"AR31967510303604736","AR08786998274339897345"
"AR36712349654056960","AR00173240838778781697"
"AR421154116404772864","AR14709231784332099585"
"AR480636699035041792","AR09190070440989556737"
"AR489374036904640512","AR16069318871797989377"
"AR523197419756716032","AR13322818127889694721"
"AR66405451436130304","AR05811018596037427201"
"AR71405721081610240","AR02585541587450724353"
"AR130320955711946752","AR10159578012920578049"
"AR142103116156764160","AR17953759343698509825"
"AR317199552606109696","AR03738058059461689345"
"AR371206498610577408",NULL
"AR392360037177098240","AR13708570237622812673"
"AR414857385111191552","AR04600141833530507265"
"AR99210377283239936","AR04517585827592667137"
"AR118431249286037504","AR06462380279448207361"
"AR236858237964517376","AR00527396557742407681"
"AR396618411351736320","AR05334364912233742337"
"AR397919752082685952","AR15637338620308750337"
"AR415580760683053056","AR00973252920852086785"
"AR424353282924740608","AR14720490783400525825"
"AR443205440575111168","AR11348702037383577601"
"AR101427748639080448","AR02508980393785425921"
"AR24474441639526400","AR10907349273901268993"
"AR257039361575485440","AR15272181737753411585"
"AR487814620178808832","AR14173303428675010561"
"AR487987174784892928","AR17075749830896123905"
"AR517618635196334080","AR01212210744989319169"
"AR549207191945478144","AR17199722378267983873"
"AR114807087162195968","AR13997663043207561217"
"AR185023617698889728","AR08844700644565581825"
"AR249326115707944960","AR08944624261297864705"
"AR264431481328238592","AR01112864509300572161"
"AR310414122753720320","AR09177967016990998529"
"AR320028664743854080","AR16456628439751852033"
"AR323297203575586816","AR12461174983105708033"
"AR323825106595872768","AR06230226920458420225"
"AR34219035239383040","AR02554016390059130881"
"AR471087062590685184","AR01369569688060690433"
"AR73302894035599360","AR14597007106386165761"
"AR124528968974991360","AR01401956490251599873"
"AR251129658374881280","AR09433630133605892097"
"AR270861665845641216","AR00747210510050525185"
"AR277857789613703168","AR08805012672849379329"
"AR346269196935495680","AR18344001996358418433"
"AR487744698111229952","AR01728795255139991553"
"AR539905323574493184","AR03166505939381518337"
"AR13594361765822464","AR15041653731827384321"
"AR304349044816216064","AR04538702223282012161"
"AR348583050436673536","AR16789050387247136769"
"AR85447034324123648","AR14871361370917437441"
"AR11414064567681024","AR05362020241012424705"
"AR136122906773028864","AR14633661250643427329"
"AR15428347160952832","AR14717394558656708609"
"AR241827274607820800","AR14691217385822617601"
"AR363452364654379008","AR05079691356083847169"
"AR394308749738639360","AR14739777316863344641"
"AR574183045247008768","AR01608763220003127297"
"AR98367498541334528","AR09566707049572597761"
"AR1228360646656000","AR07421563162316505089"
"AR125092090727104512","AR02943943070565007361"
"AR149014337011318784","AR13776226074297892865"
"AR218157160083750912","AR13405439692208340993"
"AR38761220852940800","AR07959401644548947969"
"AR407359196846096384","AR03173261338822574081"
"AR463938312864792576","AR10737056912991322113"
"AR514650056880553984","AR07233256402897076225"
"AR524677259328487424","AR04206837453304102913"
"AR533885463052681216","AR00159592600943198209"
"AR361919404927090688","AR14335433015260348417"
"AR40388463702310912","AR08059337493348089857"
"AR449077657301155840","AR05666003732572143617"
"AR110279573156921344","AR16908617054087544833"
"AR141496872932999168","AR16402585244223406081"
"AR224890122615652352","AR01486663278372323329"
"AR242725987924574208","AR17896267392510590977"
"AR414284195955736576","AR16993159465219915777"
"AR97838839606804480","AR02831353079880744961"
"AR125563609416728576","AR13403187892394655745"
"AR159040371228147712","AR07318824795817115649"
"AR265472890638434304","AR11642280438092791809"
"AR288387193997623296","AR09002326631523549185"
"AR295097719620370432","AR18244557491817938945"
"AR407241514742185984","AR12341329040311844865"
"AR475184186513162240","AR15104686122107666433"
"AR509921675844780032","AR07608045831945453569"
"AR514291787888590848","AR16798902011432009729"
"AR535176770740027392","AR00198633784944361473"
"AR91445797966577664","AR06727692160352649217"
"AR117013669560188928","AR08723947879556710401"
"AR145127872644775936","AR07363860792090820609"
"AR158060328410677248","AR16373739144351842305"
"AR171148124553740288","AR17523981551438659585"
"AR17128192137494528","AR14452526605571981313"
"AR285989915051687936","AR17713132735788220417"
"AR303264136077246464","AR09106753847883202561"
"AR497573232551919616","AR16086332714726195201"
"AR564857846613671936","AR02394967635054821377"
"AR67596703565348864","AR05229154568717205505"
"AR86037918744838144","AR06160555266652766209"
"AR118221723601469440","AR16593795401534930945"
"AR23700969569124352","AR07448668597842345985"
"AR378984890542063616","AR17392514732811878401"
"AR418187359155126272","AR00318207461171396609"
"AR496110091812995072","AR00910202526068899841"
"AR521133327193735168","AR12584523420189851649"
"AR193629151612108800","AR16587232828945596417"
"AR276302015020138496","AR00887184250141409281"
"AR300573871642247168","AR13217779720503951361"
"AR318073733069668352","AR18253564691072679937"
"AR320344739977101312","AR15028494776666161153"
"AR340823659440504832","AR16753021590228172801"
"AR405487037781639168","AR18179255297221066753"
"AR452030876813885440","AR01243468898494316545"
"AR477780064746864640","AR09218499413637332993"
"AR565715053366476800","AR11717680547479158785"
"AR566032331190566912","AR06580501500814950401"
"AR89193310958125056","AR04196795888485531649"
"AR521519083976392704","AR04367805955610509313"
"AR572948465487708160","AR14082470848959086593"
"AR239370381515816960","AR09233357389141377025"
"AR240944779087577088","AR05132829928420540417"
"AR316038056010317824","AR15872642217551069185"
"AR7889202087723008","AR13605849875626328065"
"AR85234141385195520","AR05827288894227349505"
"AR8683186921930752","AR01572231671292362753"
"AR154244782544125952","AR18113953102624194561"
"AR183518180122034176","AR14731749782468952065"
"AR242520447969656832","AR15426294785060634625"
"AR278460940461015040","AR03990664671190319105"
"AR30927887699804160","AR17138163196129968129"
"AR363743013681233920","AR02116006141925261313"
"AR494209585964384256","AR01062480488469364737"
"AR519281955770990592","AR10083172537589563393"
"AR521688718004715520","AR16492657236770816001"
"AR5518517579284480","AR09301399291836760065"
"AR62103852710625280","AR08260077117937549313"
"AR15038501569429504","AR10052509769631006721"
"AR246237828063690752","AR14474200178778701825"
"AR250953650615091200","AR03459309940307394561"
"AR259004738610135040","AR01117368108927942657"
"AR279770046492835840","AR05396687430319341569"
"AR280416628049444864","AR01982059237383077889"
"AR367917962411114496","AR03152995140499406849"
"AR392410477273022464","AR08242062719428067329"
"AR457403846541443072","AR15123562950050185217"
"AR469168139922309120","AR16254636746296262657"
"AR492573547021991936","AR10847395103861899265"
"AR504433600993689600","AR18050902707841007617"
"AR141407846850887680","AR02594548786705465345"
"AR212449870101872640","AR00917416009541877761"
"AR23064867732717568","AR18376790532610326529"
"AR245717174948200448","AR02381140726579724289"
"AR317495802270318592","AR02621570384469688321"
"AR428075542101622784","AR00450835364077109249"
"AR463858220314656768","AR06644412675763732481"
"AR543806150311673856","AR00824634133148860417"
"AR70365239484350464","AR02563023589313871873"
"AR214111232171442176","AR15848642490056835073"
"AR321459954005311488","AR06062320499780747265"
"AR470899252260765696","AR14416497808553017345"
"AR474402365026336768","AR03999671870445060097"
"AR488059673832849408","AR00018489799849541633"
"AR501247113217179648","AR12192647855323742209"
"AR560745089010237440","AR06125880655642361857"
"AR160411496587722752","AR08556470268413870081"
"AR353450244815454208","AR02513483993412796417"
"AR544601303376986112","AR02971102107282702337"
"AR81365544082604032","AR12126417398035120129"
"AR257445631121948672","AR17519178472331673601"
"AR360589614332772352","AR14025408394500767745"
"AR545858423124656128","AR03035581867181998081"
"AR85273036609028096","AR16680963996190244865"
"AR92424844351635456","AR14270130820663476225"
"AR103394156465881088","AR00721051341719339009"
"AR200553772764626944","AR13886564265168470017"
"AR264401794514288640","AR00792015608882397185"
"AR265375205902254080","AR12420642586459373569"
"AR391591409829806080","AR12491155778977136641"
"AR43214414744125440","AR08772029660478308353"
"AR441166327541923840","AR03191275737332056065"
"AR449347724844728320","AR03440039418482655233"
"AR120847323008860160","AR05947478709282799617"
"AR142730147022241792","AR05409298553812025345"
"AR148592880460496896","AR14006670242462302209"
"AR188919221755838464","AR15416296925829267457"
"AR239491808831209472","AR15056008955639627777"
"AR385854604832669696","AR07778835172111155201"
"AR426154042452869120","AR06583576972276793345"
"AR435312733794074624","AR14817318175388991489"
"AR478503955714801664","AR12836634014735400961"
"AR482418251469422592","AR04955905313371848705"
"AR542583390302371840","AR01786624344080777217"
"AR549173759920046080","AR10885675700694548481"
"AR57340974497529856","AR01738600562397544449"
"AR58772504277155840","AR05468210661706170369"
"AR111332149382086656","AR06791059214484635649"
"AR142476881390731264","AR09215092576858669057"
"AR179382642012061696","AR04426753247876743169"
"AR34047030389112832","AR12803448554785865729"
"AR367968093269393408","AR12788719909337038849"
"AR449242755844014080","AR13279338902641967105"
"AR569817296889970688","AR04191577606300106753"
"AR82882303193251840","AR07091537806572388353"
"AR20658483456114688","AR02467381608299102209"
"AR208021690100219904","AR04202602134513909761"
"AR269945291623366656","AR02391886803473793025"
"AR278789110322167808","AR16134645255650672641"
"AR322313999662186496","AR09084235849746350081"
"AR37396795642347520","AR04315289157099323393"
"AR419670806499426304","AR09277028204290244609"
"AR494296928419315712","AR04697729812687486977"
"AR518126987525488640","AR15033490957502775297"
"AR535860666972504064","AR05981255706488078337"
"AR153322842044235776","AR18316615085855866881"
"AR153929909901721600","AR07751170360044683265"
"AR171236910117683200","AR07837729412941348865"
"AR254394761232777216","AR03567326306217492481"
"AR268551798074114048","AR06196584063671730177"
"AR282932619891441664","AR01551965472969195521"
"AR403162979438166016","AR10841974236659056641"
"AR441998451685720064","AR04451597125423202305"
"AR519086277060984832","AR18177962546424709121"
"AR568145798697582592","AR00211383996657958913"
"AR76998249537339392","AR04300550616045846529"
"AR89686545002397696","AR01928016041854631937"
"AR137285262362279936","AR06590513791136432129"
"AR156652506850525184","AR04976952989584457729"
"AR184544986543423488","AR13511274283451547649"
"AR199001571583852544","AR16344038449067589633"
"AR236860574426726400","AR05386780555675172865"
"AR338002931078922240","AR03535801108825899009"
"AR468136007741472768","AR04552854037443117057"
"AR560871361048739840","AR05884505967508324353"
"AR299001673093742592","AR11745018804592181249"
"AR319314050905276416","AR16585483780823711745"
"AR354324219120582656","AR03692582670853734401"
"AR69125196526649344","AR05151748950121775105"
"AR384246534717308928","AR11601748041446457345"
"AR48302714039304192","AR10021975232216039425"
"AR194453304296603648","AR13379807464824766465"
"AR270614481887821824","AR06839694187193958401"
"AR27174017563623424","AR09070725050864238593"
"AR285579453617143808","AR08628527862451798017"
"AR459812704719208448","AR08003494259846021121"
"AR569134706327552","AR17501463553301807105"
"AR79129927705690112","AR14519236175052406785"
"AR8892403368853504","AR17912782332037693441"
"AR140635989688188928","AR10549534380240404481"
"AR226602886853820416","AR07466581154087305217"
"AR292911649986183168","AR08388795020055937025"
"AR494201236547960832","AR06588481069014581249"
"AR548780787592331264","AR16049198908521316353"
"AR69958214023643136","AR04314923844360994817"
"AR81484050820235264","AR14497562601845686273"
"AR83933316050321408","AR01562463884869107713"
"AR19071475860373504","AR15478156412080619521"
"AR286538021598134272","AR10818121706283991041"
"AR353246560286408704","AR02072131229930487809"
"AR363842038447210496","AR13560813879352623105"
"AR417302733331103744","AR08278091516447031297"
"AR458693230083440640","AR06274980342243786753"
"AR75611662295498752","AR01908939377673764865"
"AR103765516518162432","AR08934772637112991745"
"AR265442585349193728","AR13330285873426595841"
"AR277354007129751552","AR12411551549443014657"
"AR400664339264045056","AR13711020774163218433"
"AR60464446513872896","AR08825488740454498305"
"AR89058036668170240","AR01288240599660494849"
"AR132064093958832128","AR05053817923336929281"
"AR164590293608300544","AR11889133992668037121"
"AR311684093043539968","AR17614053543986069505"
"AR358136294653558784","AR02671109980370763777"
"AR494533563937456128","AR07929062545325817857"
"AR520666069111668736","AR15821620892292612097"
"AR20230223677095936","AR00164856787739082753"
"AR401743235048800256","AR00592663567967191041"
"AR417947940498178048","AR09746264994969812993"
"AR477057548168462336","AR14758771380233175041"
"AR104607192669224960","AR15925203683722133505"
"AR267077971456557056","AR11042457262722383873"
"AR334388767638945792","AR18334629484365348865"
"AR259571708652945408","AR16427720354912272385"
"AR37261452632915968","AR06300250692862869505"
"AR377599471531327488","AR16774278448527966209"
"AR142587073071677440","AR14700224585077358593"
"AR151452023009574912","AR12313316782570995713"
"AR330988940246908928","AR10945851147449008129"
"AR44711983940894720","AR18348140283247460353"
"AR79863714278277120","AR09755272194224553985"
"AR164802980388798464","AR14591293769090334721"
"AR424194472214003712","AR03737600662624534529"
"AR479432184046813184","AR07865159616714244097"
"AR480468989152067584","AR02611718760284815361"
"AR561782650029735936","AR04674451227382120449"
"AR106701350003277824","AR11399086058214785025"
"AR188411041225375744","AR12432247931690549249"
"AR199966805354086400","AR12942958300969828353"
"AR205451925267677184","AR10592941724915466241"
"AR299155123685294080","AR10728049713736581121"
"AR460202790828900352","AR17347496741041078273"
"AR545180642925608960","AR15017869096295333889"
"AR63487003978629120","AR18052597467576270849"
"AR67232765216555008","AR08258916033658617857"
"AR211214809306234880","AR14312915017123495937"
"AR331062332648062976","AR13601346275998957569"
"AR375298365493084160","AR12362856378472071169"
"AR390006669976797184","AR12447580346461978625"
"AR510243557873811456","AR01440782857168486401"
"AR116012529863360512","AR12912295533011271681"
"AR191931574378299392","AR14654326159370616833"
"AR21577743896412160","AR07682455281355194369"
"AR225607931909898240","AR18402515531287494657"
"AR329383137874280448","AR04275663582667997185"
"AR421883333132156928","AR18372874759386955777"
"AR45509542187892736","AR11015435664958160897"
"AR512033150486970368","AR12718640749034340353"
"AR538601749460549632","AR04779577045942272001"
"AR558208000288882688","AR08742464754880086017"
"AR224548552456536064","AR07128913024299040769"
"AR298327397588008960","AR18153623069837492225"
"AR397684765831987200","AR02315325609808494593"
"AR427507816144568320","AR05796956529512939521"
"AR435864757350694912","AR15420800525456637953"
"AR63886023620296704","AR00275194978609659905"
"AR121571557574180864","AR17618557143613440001"
"AR127351655841660928","AR06836939635688472577"
"AR274803140153311232","AR16302661627491123201"
"AR360808382786961408","AR03998827445514928129"
"AR389117955343908864","AR17366317081573720065"
"AR39531463107936256","AR15711282701422034945"
"AR425779933621518336","AR14862354171662696449"
"AR441873176079630336","AR09060873426679365633"
"AR479875459031498752","AR17298801570070134785"
"AR522836024028561408","AR15523622729717645313"
"AR81332352575340544","AR01996660751799943169"
"AR136363871618203648","AR17585282898099961857"
"AR284090989751042048","AR15879305258015391745"
"AR292327843671572480","AR02441426399374868481"
"AR293350698723049472","AR14216087625135030273"
"AR349464034128429056","AR01707842411805278209"
"AR371015836422373376","AR10322725747273236481"
"AR403063301837160448","AR02945829557640364033"
"AR557743456626147328","AR16305838116583768065"
"AR573820240769581056","AR12855608012018024449"
"AR104356641457045504","AR14458658856797995009"
"AR109390514926649344","AR16349958631988396033"
"AR222893478219087872","AR05656996533317402625"
"AR284260486340411392","AR10530081408204931073"
"AR292862103243456512","AR02179191364321804289"
"AR44622579901661184","AR03260237106626166785"
"AR170456188142485504","AR04473540491295588353"
"AR190803234930032640","AR11169321800553201665"
"AR323497830087917568","AR14848843372780584961"
"AR352116399772008448","AR02138924637172531201"
"AR368282931552059392","AR12543000363566891009"
"AR385549868313083904","AR13015878324440793089"
"AR415675971518070784","AR06540000440250007553"
"AR434714839986733056","AR01622299032774770689"
"AR45030704873996288","AR05410160158611341313"
"AR460447157288173568","AR12852886308422418433"
"AR519831505426448384","AR00365266971157069825"
"AR57584653762035712","AR12304309583316254721"
"AR84091508285767680","AR02849002165651898369"
